771305050|Straight Outta Compton|F. Gary Gray|Drama, Musical & Performing Arts|Aug 14, 2015|Jan 19, 2016|R (for language throughout, strong sexuality/nudity, violence, and drug use)|147|Universal Pictures|Jonathan Herman, Andrea Berloff|In the mid-1980s, the streets of Compton, California, were some of the most dangerous in the country. When five young men translated their experiences growing up into brutally honest music that rebelled against abusive authority, they gave an explosive voice to a silenced generation. Following the meteoric rise and fall of N.W.A., Straight Outta Compton tells the astonishing story of how these youngsters revolutionized music and pop culture forever the moment they told the world the truth about life in the hood and ignited a cultural war. -- (C) Universal Pictures|7.3/10|230|202|28|7.1/10|47|35|12|4.3/5|75,680
771307012|Jobriath A.D.|Kieran Turner|Documentary, Musical & Performing Arts, Special Interest|Jan 31, 2014|Jan 26, 2016|NR|102|Factory 25|Kieran Turner|"Seventies glam rock musician Jobriath was known as ""The American Bowie,"" ""The True Fairy of Rock & Roll,"" and ""Hype of the Year."" The first openly gay rock star, Jobriath's reign was brief, lasting less than two years and two albums. Done in by a over‐hyped publicity machine, shunned by the gay community, and dismissed by critics as all flash and no substance, Jobriath was excommunicated from the music business. He retreated to the Chelsea Hotel where he died, forgotten, in 1983 at the age of 37, as one of the earliest casualties of AIDS. In the years since his death, new generations of fans have discovered his music through acts as diverse as Morrissey, Def Leppard, The Pet Shop Boys, and Gary Numan, all of whom have cited Jobriath as an influence. Through interviews, archival material, and animation, audiences can experience the heartbreaking and unbelievable story of the one, the only, Jobriath. (c) Factory 25"|6.9/10|14|9|5|6.2/10|8|5|3|3.1/5|81
771370466|The Intern|Nancy Meyers|Comedy|Sep 25, 2015|Jan 19, 2016|PG-13 (for some suggestive content and brief strong language)|121|Warner Bros. Pictures|Nancy Meyers|A retired successful business owner and widower lands an internship at a fashion website run by a young, career-driven woman. ~ Jason Buchanan, Rovi|5.8/10|187|111|76|5.9/10|42|22|20|3.8/5|44,956
771373522|Samba|Olivier Nakache, Eric Toledano|Comedy, Drama, Musical & Performing Arts|Jul 24, 2015|Jan 19, 2016|R (for language)|106|BGP Releasing LLC.|Olivier Nakache, Eric Toledano|From the acclaimed directing duo of Olivier Nakache and Eric Toledano (The Intouchables), Samba is the richly entertaining chronicle of an undocumented kitchen worker battling deportation from his adopted home in Paris. For ten years, Senegalese immigrant Samba (Omar Sy - winner of the 2012 César Award for Best Actor) has stayed under the government radar, taking menial kitchen jobs in the hope of becoming a professional chef. Suddenly, as his longtime ambitions for a better life seem just within reach, immigration authorities hit Samba with an order to leave France immediately. Stubbornly holding onto his dream, Samba pins his hopes for a reprieve on a local immigration advocacy center and Alice (Charlotte Gainsbourg), an emotionally vulnerable volunteer with little experience, but plenty of heart. He finds a second home at the center with Alice and her colleagues, including brusque law student Manu (Izïa Higelin), do-gooder Marcelle (Hélène Vincent) and naïve Maggy (Jacqueline Jehanneuf), as they search for a way for him to stay in France. As Samba plunges into the unpredictable world of transient labor, guided by his fun-loving Brazilian buddy Wilson (Tahar Rahim), Alice finds herself deeply moved by his determination. Still trying to put her own life back together after a stress-related breakdown, she takes Samba under her wing, while trying to ignore the growing attraction she feels for him. As the immigrant and the burned-out corporate executive tentatively draw closer, their unlikely cross-cultural connection gives them each the courage to reinvent themselves in this vibrant romantic comedy full of tender humor and heartfelt optimism. (C) Broad Green|5.9/10|66|40|26|6.1/10|20|10|10|3.3/5|1,301
771373971|Everest|Baltasar Kormákur|Action & Adventure, Drama, Mystery & Suspense|Sep 18, 2015|Jan 19, 2016|PG-13 (for intense peril and disturbing images)|94|Universal Pictures|William Nicholson, Simon Beaufoy, Lem Dobbs|2 Guns helmer Baltasar Kormakur directs Jake Gyllenhaal, Josh Brolin, Jason Clarke, and John Hawkes in this adventure docudrama set in 1996, when a number of simultaneous expeditions up Mount Everest resulted in the deaths of eight climbers. ~ Jason Buchanan, Rovi|6.7/10|221|162|59|6.9/10|38|25|13|3.6/5|47,367
771374253|Night Will Fall|André Singer|Documentary, Drama, Special Interest||Jan 19, 2016|NR|80|Spring Films Ltd.|Lynette Singer|Documentary that includes archive footage of a documentary made by Alfred Hitchcock and Sidney Bernstein about concentration camps.|8.1/10|22|22|0|9.3/10|6|6|0|4.4/5|762
771379327|Sinister 2|Ciaran Foy|Horror|Aug 21, 2015|Jan 12, 2016|R (for strong bloody violence, bloody and disturbing images, and language)|97|Focus Features|C. Robert Cargill, Scott Derrickson|"The sequel to the 2012 sleeper hit horror movie. In the aftermath of the shocking events in ""Sinister,"" a protective mother (Shannyn Sossamon of ""Wayward Pines"") and her 9-year-old twin sons (real-life twins Robert and Dartanian Sloan) find themselves in a rural house marked for death. (C) Focus"|4/10|85|12|73|3.8/10|17|2|15|2.7/5|29,189
771379547|Jem and the Holograms|Jon M. Chu|Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy|Oct 23, 2015|Jan 19, 2016|PG (for thematic material including reckless behavior, brief suggestive content and some language)|118|Universal Pictures|Ryan Landels|Jem and the Holograms rock their way to the big screen in this live-action adaptation of he popular 1980's cartoon. Nashville star Aubrey Peeples takes front stage as Jerrica Benton (aka Jem, with Stefanie Scott jamming the keyboard as Kimber, Aurora Perrineau slapping the bass as Shana, and Hayley Kiyoki on lead guitar as Aja. Jon M. Chu directs from a script by Ryan Landels for Blumhouse Productions and Scooter Braun Productions. ~ Jason Buchanan, Rovi|3.7/10|78|16|62|4.3/10|21|5|16|2.8/5|6,049
771380589|The Martian|Ridley Scott|Science Fiction & Fantasy|Oct 2, 2015|Jan 12, 2016|PG-13 (for some strong language, injury images, and brief nudity)|164|20th Century Fox|Drew Goddard|"During a manned mission to Mars, Astronaut Mark Watney (Matt Damon) is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney's safe return. Based on a best-selling novel, and helmed by master director Ridley Scott, THE MARTIAN features a star studded cast that includes Jessica Chastain, Kristen Wiig, Kate Mara, Michael Peña, Jeff Daniels, Chiwetel Ejiofor, and Donald Glover. (C) Fox"|7.8/10|350|319|31|7.7/10|53|49|4|4.3/5|130,788
771387481|The Look of Silence|Joshua Oppenheimer|Art House & International, Documentary|Jul 17, 2015|Jan 12, 2016|PG-13 (for thematic material involving disturbing graphic descriptions of atrocities and inhumanity)|103|Drafthouse Films|Joshua Oppenheimer|Through Joshua Oppenheimer's work filming perpetrators of the Indonesian genocide, a family of survivors discovers how their son was murdered - and the identity of the men who murdered him. The killers live just down the road, and have been in power ever since the genocide. The family's youngest son, born after the genocide, asks how he can raise his children in a society where survivors are terrorized into silence, and everybody is terrorized into treating the murderers as heroes. In search of answers, he decides to confront each of his brother's killers. The killers still hold power, so these confrontations are dangerous. The killers respond with fear, anger, and naked threats. But he manages these encounters with dignity, asking hard questions about how the killers see what they did, how they live side-by-side with their victims, and how they think their victims see them. Through these confrontations, we feel and understand what it is like to live for decades encircled by powerful neighbors who murdered your children. The Look Of Silence does something virtually without precedent in cinema or in the aftermath of genocide: it documents survivors confronting their relatives' murderers in the absence of any truth and reconciliation process, while the murderers remain in power.(C) Drafthouse|8.8/10|129|124|5|8.9/10|30|28|2|4.2/5|5,419
771387522|How to Smell a Rose: A Visit with Ricky Leacock at his Farm in Normandy|Les Blank, Gina Leibrecht|Documentary|Aug 12, 2015|Jan 12, 2016|NR|64|Kino Lorber|Gina Leibrecht|In the year 2000, Les Blank, along with co-filmmaker Gina Leibrecht, visited Richard Leacock (1921-2011) at his farm in Normandy, France and recorded conversations with him about his life, his work, and his other passion: cooking! With the flair of a seasoned raconteur, Leacock recounts key moments in his seventy years as a filmmaker and the innovations that he, D.A. Pennebaker, Albert Maysles and others invented that revolutionized documentary filmmaking, and explores the mystery of creativity. With the passing of both Blank and Leacock, the documentary is a moving insight into the lives of two seminal figures in the history of film.|7.8/10|7|7|0|||||3.2/5|71
771387798|Eden|Mia Hansen-Løve|Drama|Jun 19, 2015|Jan 19, 2016|R (for violence, language and some sexuality)|131|Broad Green Pictures|Mia Hansen-Løve, Sven Hansen-Løve|Eden is an affecting trip into the electronic dance movement in Paris whose rhythms echo its textures and feeling. Based on the experiences of Hansen-Løve's brother Sven, the film follows Paul, a teenager in the underground scene of early-nineties Paris. Rave parties dominate that culture, but he's drawn to the more soulful rhythms of Chicago's garage house. He forms a DJ collective named Cheers, and together he and his friends plunge into the ephemeral nightlife of sex, drugs, and endless music. (C) Broadgreen|7.4/10|100|84|16|7.7/10|27|23|4|3.3/5|2,579
771387834|Learning To Drive|Isabel Coixet|Drama, Romance|Aug 21, 2015|Jan 19, 2016|R (for language and sexual content)|105|Broad Green Pictures|Sarah Kernochan|Isabel Coixet's slice-of-life comedy/drama Learning to Drive stars Patricia Clarkson as Wendy, a middle-ages book critic who is shattered when her husband Ted (Jake Weber) leaves her. In order to visit her daughter (Grace Gummer), who lives upstate, Wendy begins taking driving lessons from Darwan (Ben Kingsley) an American citizen originally from India who makes a living as a cabbie and giving driving lessons. The two strike-up a friendship that helps her learn to take control of her life, and him adjust to his new life after an arranged marriage. Learning to Drive screened at the 2014 (Toronto International Film Festival.|6.2/10|93|62|31|6.7/10|25|15|10|3.4/5|3,842
771390919|Paranormal Activity: The Ghost Dimension|Gregory Plotkin|Horror|Oct 23, 2015|Jan 12, 2016|R (for language and some horror violence)|97|Paramount Pictures|Oren Peli, Jason Pagan, Andrew Stark, Adam Robitel, Gavin Heffernan|The Paranormal Activity series grows with this fifth entry from Paramount Pictures. ~ Jeremy Wheeler, Rovi|3.6/10|75|11|64|3.2/10|11|2|9|2.5/5|25,214
771404863|Burnt|John Wells|Comedy|Oct 30, 2015|Jan 26, 2016|R (for language throughout)|100|The Weinstein Company|Steven Knight, Michael Kalesniko|Chef Adam Jones (Bradley Cooper) had it all - and lost it. The former enfant terrible of the Paris restaurant scene had earned two Michelin stars and only ever cared about the thrill of creating explosions of taste. To land his own kitchen and that third elusive star though, Jones will need to leave his bad habits behind and get the best of the best on his side, including the beautiful Helene (Sienna Miller). BURNT is a remarkably funny and emotional story about the love of food, the love between two people, and the power of second chances.|5/10|151|43|108|4.9/10|34|3|31|3.2/5|17,192
771412040|The Diary Of A Teenage Girl|Marielle Heller|Drama|Aug 7, 2015|Jan 19, 2016|R (for strong sexual content including dialogue, graphic nudity, drug use, language and drinking- all involving teens)|102|Sony Pictures Classics|Phoebe Gloeckner, Marielle Heller|"Like most teenage girls, Minnie Goetze (Bel Powley) is longing for love, acceptance and a sense of purpose in the world. Minnie begins a complex love affair with her mother's (Kristen Wiig) boyfriend, ""the handsomest man in the world,"" Monroe Rutherford (Alexander Skarsgård). What follows is a sharp, funny and provocative account of one girl's sexual and artistic awakening, without judgment. (C) Sony Classics"|7.9/10|155|146|9|8.3/10|38|35|3|3.7/5|11,923
771412096|The Second Mother (Que Horas Ela Volta?)|Anna Muylaert|Drama|Aug 28, 2015|Jan 12, 2016|R (for some language and brief drug use)|114|Oscilloscope Laboratories|Anna Muylaert|Val spends 13 years working as nanny to Fabinho in Sao Paulo. She is financially stable but has to live with the guilt of having left her daughter Jessica, in Pernambuco, in the north of Brazil, raised by relatives. As college entrance exams roll around, Jessica wants to come to Sao Paulo to take her college entrance exams too. When Jessica arrives, cohabitation is not easy. Everyone will be affected by the personality and candor of the girl and Val finds herself right in the middle of it.|8.1/10|85|82|3|7.8/10|24|22|2|4.3/5|2,110
771413513|Irrational Man|Woody Allen|Drama|Jul 17, 2015|Jan 12, 2016|R (for some language and sexual content)|96|Sony Pictures Classics|Woody Allen|When a burned-out, brilliant professor - one who believes in lessons from life rather than textbooks - takes a job at a small college, everyone there is abuzz. He becomes involved with a teacher as well as a precocious student, but it takes a dramatic, existential act to turn his life around and make him see the world through a much rosier and more positive perspective.|5.6/10|194|90|104|4.9/10|40|15|25|3.2/5|6,514
771413843|I Am Thor|Ryan Wise|Documentary|Nov 20, 2015|Jan 19, 2016|NR|84|Blue Lame 61 Productions||A profile of bodybuilder and rock star Jon Mikl Thor, front man of the heavy-metal band Thor, as he attempts a career comeback. Directed by Ryan Wise.|7.1/10|8|7|1|||||3.9/5|150
771416235|Woodlawn|Jon Erwin, Andrew Erwin (II)|Drama, Faith & Spirituality|Oct 16, 2015|Jan 19, 2016|PG (for thematic elements including some racial tension/violence)|123|Pure Flix Entertainment|Jon Erwin, Quinton Peeples|In 1973, a spiritual awakening captures the hearts of the Woodlawn High School Football team. Lead by their coach, Tandy Geralds, and fueled by the team's dedication to love and unity in a school filled with racism and hate, the team makes an astounding run at the playoffs, leading to the largest high school football game ever played in the torn city of Birmingham, Alabama, and the rise of it's first African American superstar - Tony Nathan.|6.4/10|14|10|4|||||4.1/5|9,824
771416384|Stonewall|Roland Emmerich|Drama|Sep 25, 2015|Jan 19, 2016|R (for sexual content, language throughout, some violence and drug use)|129|Roadside Attractions|Jon Robin Baitz|STONEWALL is a drama about a fictional young man caught up during the 1969 Stonewall Riots. Danny Winters (Jeremy Irvine) is forced to leave behind friends and loved ones when he is kicked out of his parent's home and flees to New York. Alone in Greenwich Village, homeless and destitute, he befriends a group of street kids who soon introduce him to the local watering hole The Stonewall Inn; however, this shady, mafia-run club is far from a safe-haven. As Danny and his friends experience discrimination, endure atrocities and are repeatedly harassed by the police, we see a rage begin to build. This emotion runs through Danny and the entire community of young gays, lesbians and drag queens who populate the Stonewall Inn and erupts in a storm of anger. With the toss of a single brick, a riot ensues and a crusade for equality is born. -- (C) Roadside Attractions|3.7/10|72|7|65|4.1/10|27|4|23|4.3/5|3,211
771416908|In My Father's House|Anne Sundberg, Ricki Stern|Documentary|Oct 9, 2015|Jan 26, 2016|R (for some language)|93|Arc Entertainment|Anne Sundberg, Ricki Stern, Pax Wassermann|This film explores identity and legacy in the African-American family, as Grammy award-winning rapper Che 'Rhymefest' Smith and his long-lost father reconnect and try to build a new future in Chicago's turbulent South Side. Himself a child of a broken home, Che hasn't seen his father, Brian, in over 20 years, and presumes him dead. But after buying his father's childhood home, Che sets out to find him, and learns that he is now a homeless, alcoholic living only several blocks away. The film offers a probing take on memory and identity in a family two generations removed from slavery as it tracks Che and Brian's shared journey to create a new legacy for themselves, their community, and the next generation of family.|7.5/10|13|12|1|7.2/10|7|7|0|3/5|167
771416930|The Wannabe|Nick Sandow|Drama|Dec 4, 2015|Jan 26, 2016|R (for drug use, language, some sexuality and violence)|90|Electric Entertainment|Nick Sandow|Obsessed with mob culture, and desperate to fit in, Thomas sets out to fix the 1992 trial of John Gotti. He believes if the plan is executed, it will put him at the center of all that he idolizes. The plot is foiled, setting off events worthy of mob lore. The Wannabe intertwines real people and true events, past and present, with fantasy.|3.5/10|8|3|5|||||2.7/5|174
771417816|All Things Must Pass: The Rise and Fall of Tower Records|Colin Hanks|Documentary, Musical & Performing Arts|Oct 16, 2015|Jan 19, 2016|NR|94||Steven Leckart, Steve Stevens|Established in 1960, Tower Records was once a retail powerhouse with two hundred stores, in thirty countries, on five continents. From humble beginnings in a small-town drugstore, Tower Records eventually became the heart and soul of the music world, and a powerful force in the music industry. In 1999, Tower Records made $1 billion. In 2006, the company filed for bankruptcy. What went wrong? Everyone thinks they know what killed Tower Records: The Internet. But that's not the story. 'All Things Must Pass' is a feature documentary film examining this iconic company's explosive trajectory, tragic demise, and legacy forged by its rebellious founder Russ Solomon. (C) Official Site|6.9/10|33|31|2|6.9/10|15|14|1|3.9/5|3,125
771419618|The Assassin|Hsiao-hsien Hou|Action & Adventure, Art House & International, Drama|Oct 16, 2015|Jan 26, 2016|PG-13|120|Central Motion Pictures Corporation|T'ien-wen Chu, Cheng Ah, Hsiao-hsien Hou, Hai Meng Hsieh, Cheng Ah, Hai-Meng Hsieh|A female assassin is ordered to take out a nobleman she was previously engaged to. Directed by Hou Hsiao-hsien.|7.6/10|118|95|23|7.4/10|25|21|4|3.1/5|5,420
